dataset,MAE_mean,MAE_ci,MSE_mean,MSE_ci,RMSE_mean,RMSE_ci,R2_mean,R2_ci,MAPE_mean,MAPE_ci,model
transformations_only.csv,0.528858000893668,0.0095653818687189,0.4835085757965854,0.0148888842951321,0.6952606603871887,0.0107884565132997,0.8353245856632613,0.0053727961347281,6.195217258731234,0.1439439477343759,gradient_boosting
all_4_combined.csv,0.455778896948415,0.0085403998580272,0.3735663060884439,0.0149940497223563,0.6110726013008853,0.012263008583213,0.8727339708630195,0.00591992267883,5.3695536557035854,0.1247839859948449,gradient_boosting
interactions_and_ratios.csv,0.4558565854235982,0.0086979594938576,0.3736070364815596,0.0148120537299492,0.6111089302712359,0.0121184370305273,0.8727191940511565,0.0058874138226155,5.370584961440845,0.126982390896109,gradient_boosting
descriptors_only.csv,0.8007620298248993,0.0127612665256151,1.0543246489962197,0.0486951206635631,1.0265231523116485,0.0234968517147774,0.6408164581416622,0.0188523210304054,9.713956734412545,0.1148802489258632,elastic_net_regression
raw_descs_and_ratios.csv,0.5300379569251916,0.0080059005534749,0.4843809525382699,0.0164124375962561,0.6958704425072114,0.0118121422137322,0.8349489950490717,0.0075486014720024,6.3070369842808285,0.0966373938243694,elastic_net_regression
raw_descs_and_interactions.csv,0.6127803343727056,0.0102706133449443,0.639051503372998,0.0302899778842921,0.7991729059221151,0.018956600127799,0.7821040435036977,0.0145978693563983,7.43910782907612,0.0848905000322677,elastic_net_regression
transforms_and_interactions.csv,0.6127803343727056,0.0102706133449443,0.639051503372998,0.0302899778842921,0.7991729059221151,0.018956600127799,0.7821040435036977,0.0145978693563983,7.43910782907612,0.0848905000322677,elastic_net_regression
transforms_and_ratios.csv,0.5261730640500428,0.0082756064179743,0.4785708174290016,0.0140105277932524,0.6917110156491137,0.0101224208384006,0.8369734096081138,0.0059149698442697,6.265310353469232,0.1255035242474394,elastic_net_regression
raw_descs_and_transforms.csv,0.7247794750456995,0.0084981318978253,0.8620335540287382,0.0262685595758038,0.9283470442643867,0.0140423924142516,0.7063492874268575,0.0109659125757734,8.668402699166913,0.086342944888922,elastic_net_regression
ratios_only.csv,0.5245242947288752,0.0080702831337657,0.4748051521470219,0.014470732025857,0.6889777076722071,0.0105034092966495,0.8382314468886453,0.0066007514639014,6.2562418700393705,0.0983857628624744,elastic_net_regression
interactions_only.csv,0.6127803343727056,0.0102706133449443,0.639051503372998,0.0302899778842921,0.7991729059221151,0.018956600127799,0.7821040435036977,0.0145978693563983,7.43910782907612,0.0848905000322677,elastic_net_regression
transformations_only.csv,0.7164294306326097,0.0101076526305977,0.846621335673791,0.0299105472057979,0.919973246249951,0.0161197893452907,0.7115908398272206,0.0121121453193298,8.561929251669785,0.1232966110679398,elastic_net_regression
all_4_combined.csv,0.5113502947164013,0.0051800469520613,0.4556588771174571,0.0051426286886825,0.6750138872628728,0.0038118245738292,0.8447884340808285,0.0034419677899993,6.0711757242414635,0.0896974320271181,elastic_net_regression
interactions_and_ratios.csv,0.5118243059842605,0.0055011489375618,0.4557372135712411,0.0040627499505663,0.6750761196116308,0.0030120139128262,0.8447623018682295,0.0032526527670468,6.074282673467537,0.0977023214395119,elastic_net_regression
descriptors_only.csv,0.8008936719254155,0.012496338077271,1.0546899736899091,0.0484242957807466,1.026704222457647,0.023364590981999,0.6406931347947525,0.0187513360914573,9.715616482245228,0.1119180537930263,lasso_regression
