SMILES,PredictionsNuclear Response_NR-AR,Probability_Nuclear Response_NR-AR,Interpretation_Nuclear Response_NR-AR,PredictionsNuclear Response_NR-AR-LBD,Probability_Nuclear Response_NR-AR-LBD,Interpretation_Nuclear Response_NR-AR-LBD,PredictionsNuclear Response_NR-AhR,Probability_Nuclear Response_NR-AhR,Interpretation_Nuclear Response_NR-AhR,PredictionsNuclear Response_NR-Aromatase,Probability_Nuclear Response_NR-Aromatase,Interpretation_Nuclear Response_NR-Aromatase,PredictionsNuclear Response_NR-ER,Probability_Nuclear Response_NR-ER,Interpretation_Nuclear Response_NR-ER,PredictionsNuclear Response_NR-ER-LBD,Probability_Nuclear Response_NR-ER-LBD,Interpretation_Nuclear Response_NR-ER-LBD,PredictionsNuclear Response_NR-PPAR-gamma,Probability_Nuclear Response_NR-PPAR-gamma,Interpretation_Nuclear Response_NR-PPAR-gamma,PredictionsNuclear Response_NR-GR,Probability_Nuclear Response_NR-GR,Interpretation_Nuclear Response_NR-GR,PredictionsNuclear Response_NR-TR,Probability_Nuclear Response_NR-TR,Interpretation_Nuclear Response_NR-TR,PredictionsStress Response_SR-ARE,Probability_Stress Response_SR-ARE,Interpretation_Stress Response_SR-ARE,PredictionsStress Response_SR-ATAD5,Probability_Stress Response_SR-ATAD5,Interpretation_Stress Response_SR-ATAD5,PredictionsStress Response_SR-HSE,Probability_Stress Response_SR-HSE,Interpretation_Stress Response_SR-HSE,PredictionsStress Response_SR-MMP,Probability_Stress Response_SR-MMP,Interpretation_Stress Response_SR-MMP,PredictionsStress Response_SR-p53,Probability_Stress Response_SR-p53,Interpretation_Stress Response_SR-p53,PredictionsGenomic_AMES_Mutagenesis,Probability_Genomic_AMES_Mutagenesis,Interpretation_Genomic_AMES_Mutagenesis,PredictionsGenomic_Carcinogenesis,Probability_Genomic_Carcinogenesis,Interpretation_Genomic_Carcinogenesis,PredictionsGenomic_Micronucleus,Probability_Genomic_Micronucleus,Interpretation_Genomic_Micronucleus,PredictionsEnvironmental_Fathead_Minnow,Probability_Environmental_Fathead_Minnow,Interpretation_Environmental_Fathead_Minnow,PredictionsEnvironmental_T._Pyriformis,Probability_Environmental_T._Pyriformis,Interpretation_Environmental_T._Pyriformis,PredictionsEnvironmental_Honey_Bee,Probability_Environmental_Honey_Bee,Interpretation_Environmental_Honey_Bee,PredictionsEnvironmental_Biodegradation,Probability_Environmental_Biodegradation,Interpretation_Environmental_Biodegradation,PredictionsEnvironmental_Crustacean,Probability_Environmental_Crustacean,Interpretation_Environmental_Crustacean,PredictionsEnvironmental_Avian,Probability_Environmental_Avian,Interpretation_Environmental_Avian,PredictionsEnvironmental_Fathead_Minnow_(Regression),Probability_Environmental_Fathead_Minnow_(Regression),Interpretation_Environmental_Fathead_Minnow_(Regression),PredictionsEnvironmental_T._Pyriformis_(Regression),Probability_Environmental_T._Pyriformis_(Regression),Interpretation_Environmental_T._Pyriformis_(Regression),PredictionsEnvironmental_Rat_(Acute),Probability_Environmental_Rat_(Acute),Interpretation_Environmental_Rat_(Acute),PredictionsEnvironmental_Rat_(Chronic_Oral),Probability_Environmental_Rat_(Chronic_Oral),Interpretation_Environmental_Rat_(Chronic_Oral),PredictionsDose Response_Maximum_Tolerated_Dose,Probability_Dose Response_Maximum_Tolerated_Dose,Interpretation_Dose Response_Maximum_Tolerated_Dose,PredictionsOrganic_Skin_Sensitisation,Probability_Organic_Skin_Sensitisation,Interpretation_Organic_Skin_Sensitisation,PredictionsOrganic_hERG_I_Inhibitor,Probability_Organic_hERG_I_Inhibitor,Interpretation_Organic_hERG_I_Inhibitor,PredictionsOrganic_hERG_II_Inhibitor,Probability_Organic_hERG_II_Inhibitor,Interpretation_Organic_hERG_II_Inhibitor,PredictionsOrganic_Liver_Injury_I,Probability_Organic_Liver_Injury_I,Interpretation_Organic_Liver_Injury_I,PredictionsOrganic_Liver_Injury_II,Probability_Organic_Liver_Injury_II,Interpretation_Organic_Liver_Injury_II,PredictionsOrganic_Eye_Irritation,Probability_Organic_Eye_Irritation,Interpretation_Organic_Eye_Irritation,PredictionsOrganic_Eye_Corrosion,Probability_Organic_Eye_Corrosion,Interpretation_Organic_Eye_Corrosion,PredictionsOrganic_Respiratory_Disease,Probability_Organic_Respiratory_Disease,Interpretation_Organic_Respiratory_Disease
Cc1cc(=O)c2c(O)c3c(cc2o1)OC(C)(C)C1OC(=O)C2(CCCC31)OC2CCc1cc(N)nc2c1CCc1c-2cc(Cn2cc3cc[nH]c3c2)nc1N,Safe,0.030,High Safety,Safe,0.020,High Safety,Safe,0.010,High Safety,Safe,0.040,High Safety,Safe,0.180,Medium Safety,Safe,0.010,High Safety,Safe,0.040,High Safety,Safe,0.410,Low Safety,Safe,0.460,Low Safety,Safe,0.430,Low Safety,Toxic,0.520,Low Toxicity,Safe,0.140,High Safety,Safe,0.460,Low Safety,Safe,0.090,High Safety,Safe,0.380,Low Safety,Safe,0.100,High Safety,Toxic,0.510,Low Toxicity,Toxic,0.950,High Toxicity,Toxic,0.950,High Toxicity,Safe,0.380,Low Safety,Safe,0.000,High Safety,Toxic,0.890,High Toxicity,Toxic,0.640,Low Toxicity,-2.400,-,None,2.110,-,None,3.270,-,None,1.630,-,None,-0.190,-,None,Safe,0.330,Medium Safety,Safe,0.190,Medium Safety,Toxic,0.780,Medium Toxicity,Toxic,0.530,Low Toxicity,Safe,0.320,Medium Safety,Safe,0.010,High Safety,Safe,0.000,High Safety,Toxic,0.780,Medium Toxicity
CC1C2C(C=C3C4CCC5Cc6nc7c(nc6CC5(C)C4CC(O)C32C)CC2CCC3C(CC(=O)C34CC3OC5(CCC(C)(C)O5)C(C)C3C4(C)O)C2(C)C7)OC12CC(C)(CO)CO2,Safe,0.050,High Safety,Safe,0.130,High Safety,Safe,0.000,High Safety,Safe,0.150,High Safety,Safe,0.280,Medium Safety,Safe,0.120,High Safety,Safe,0.380,Low Safety,Toxic,0.530,Low Toxicity,Safe,0.260,Medium Safety,Safe,0.240,Medium Safety,Safe,0.020,High Safety,Safe,0.100,High Safety,Safe,0.480,Low Safety,Toxic,0.560,Low Toxicity,Safe,0.120,High Safety,Toxic,0.660,Low Toxicity,Toxic,0.500,Low Toxicity,Toxic,0.920,High Toxicity,Toxic,0.940,High Toxicity,Safe,0.400,Low Safety,Safe,0.080,High Safety,Toxic,0.840,High Toxicity,Safe,0.000,High Safety,-1.820,-,None,2.010,-,None,4.230,-,None,2.410,-,None,-0.840,-,None,Safe,0.420,Low Safety,Safe,0.080,High Safety,Toxic,0.510,Low Toxicity,Safe,0.450,Low Safety,Toxic,0.530,Low Toxicity,Safe,0.020,High Safety,Safe,0.000,High Safety,Toxic,0.830,Medium Toxicity
COC1CC(OC2CCC3(C)C(=CCC4C3C(=O)C3OC(C)C5CCC4(O)C35C)C2)OC(C)C1OC1OC(CO)C(O)C(O)C1O,Safe,0.150,High Safety,Safe,0.370,Low Safety,Safe,0.000,High Safety,Safe,0.130,High Safety,Safe,0.210,Medium Safety,Safe,0.140,High Safety,Safe,0.010,High Safety,Safe,0.380,Low Safety,Safe,0.200,Medium Safety,Safe,0.220,Medium Safety,Safe,0.010,High Safety,Safe,0.070,High Safety,Safe,0.350,Low Safety,Safe,0.270,Medium Safety,Safe,0.190,Medium Safety,Safe,0.100,High Safety,Toxic,0.500,Low Toxicity,Toxic,0.620,Low Toxicity,Toxic,0.730,Medium Toxicity,Toxic,0.530,Low Toxicity,Safe,0.070,High Safety,Safe,0.300,Medium Safety,Safe,0.010,High Safety,1.860,-,None,-0.360,-,None,3.440,-,None,2.900,-,None,-1.780,-,None,Safe,0.350,Low Safety,Safe,0.020,High Safety,Safe,0.480,Low Safety,Safe,0.350,Low Safety,Safe,0.460,Low Safety,Safe,0.000,High Safety,Safe,0.000,High Safety,Toxic,0.790,Medium Toxicity
Cc1cc(=O)c2c(O)c3c(cc2o1)OC(C)(C)C1OC(=O)C2(CCCC31)OC2CCc1cc(N)nc2c1CCc1c-2cc(C[N+]2=CC3=CC=NC3=C2)nc1N,Safe,0.040,High Safety,Safe,0.040,High Safety,Safe,0.020,High Safety,Safe,0.060,High Safety,Safe,0.160,High Safety,Safe,0.040,High Safety,Safe,0.020,High Safety,Safe,0.400,Low Safety,Safe,0.460,Low Safety,Safe,0.440,Low Safety,Safe,0.400,Low Safety,Safe,0.120,High Safety,Safe,0.390,Low Safety,Safe,0.070,High Safety,Safe,0.350,Low Safety,Safe,0.100,High Safety,Toxic,0.510,Low Toxicity,Toxic,0.920,High Toxicity,Toxic,0.870,High Toxicity,Toxic,0.620,Low Toxicity,Safe,0.000,High Safety,Toxic,0.840,High Toxicity,Safe,0.130,High Safety,-2.310,-,None,2.100,-,None,3.240,-,None,1.690,-,None,-0.540,-,None,Safe,0.470,Low Safety,Safe,0.260,Medium Safety,Toxic,0.700,Medium Toxicity,Toxic,0.630,Low Toxicity,Safe,0.310,Medium Safety,Safe,0.010,High Safety,Safe,0.000,High Safety,Toxic,0.820,Medium Toxicity
CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C7CCC65OC5N=C(O)CC57)C4)OC3C)OC2C)CC(O)C1O,Safe,0.040,High Safety,Safe,0.270,Medium Safety,Safe,0.000,High Safety,Safe,0.000,High Safety,Safe,0.440,Low Safety,Safe,0.010,High Safety,Safe,0.010,High Safety,Safe,0.450,Low Safety,Safe,0.080,High Safety,Safe,0.190,Medium Safety,Safe,0.020,High Safety,Safe,0.030,High Safety,Safe,0.400,Low Safety,Safe,0.080,High Safety,Safe,0.120,High Safety,Safe,0.150,High Safety,Toxic,0.500,Low Toxicity,Toxic,0.880,High Toxicity,Toxic,0.910,High Toxicity,Safe,0.350,Low Safety,Safe,0.020,High Safety,Toxic,0.710,Medium Toxicity,Safe,0.010,High Safety,-1.690,-,None,2.250,-,None,4.030,-,None,2.810,-,None,-2.210,-,None,Safe,0.460,Low Safety,Safe,0.030,High Safety,Toxic,0.570,Low Toxicity,Safe,0.180,Medium Safety,Safe,0.450,Low Safety,Safe,0.010,High Safety,Safe,0.020,High Safety,Toxic,0.700,Medium Toxicity
COC(=O)C1(C)NC2=C(C1=O)C13CC1CN(C(=O)c1cc(NC(=O)c4cc(NC(=O)c5cc(NC(C)=O)cn5C)cn4C)cn1C)C3=CC2=O,Safe,0.240,Medium Safety,Safe,0.030,High Safety,Safe,0.040,High Safety,Safe,0.080,High Safety,Safe,0.150,High Safety,Safe,0.000,High Safety,Safe,0.030,High Safety,Safe,0.230,Medium Safety,Safe,0.250,Medium Safety,Safe,0.440,Low Safety,Safe,0.030,High Safety,Safe,0.040,High Safety,Safe,0.060,High Safety,Safe,0.070,High Safety,Safe,0.270,Medium Safety,Safe,0.070,High Safety,Toxic,0.520,Low Toxicity,Toxic,0.660,Low Toxicity,Toxic,0.830,Medium Toxicity,Toxic,0.840,High Toxicity,Safe,0.000,High Safety,Safe,0.240,Medium Safety,Safe,0.000,High Safety,1.550,-,None,1.080,-,None,2.900,-,None,1.960,-,None,-0.130,-,None,Safe,0.260,Medium Safety,Safe,0.060,High Safety,Toxic,0.600,Low Toxicity,Toxic,0.860,High Toxicity,Safe,0.410,Low Safety,Safe,0.030,High Safety,Safe,0.000,High Safety,Toxic,0.780,Medium Toxicity
C=C1C(C2=CC(=O)OC2)CCC2(O)C3CCC4CC(OC5OC(C)C(OC6OC(CO)C(O)C(O)C6O)C(OC)C5O)CCC4(C)C3CC12C,Safe,0.220,Medium Safety,Toxic,0.540,Low Toxicity,Safe,0.000,High Safety,Safe,0.070,High Safety,Safe,0.240,Medium Safety,Safe,0.070,High Safety,Safe,0.010,High Safety,Safe,0.220,Medium Safety,Safe,0.000,High Safety,Safe,0.180,Medium Safety,Safe,0.020,High Safety,Safe,0.020,High Safety,Safe,0.260,Medium Safety,Safe,0.070,High Safety,Safe,0.090,High Safety,Safe,0.150,High Safety,Toxic,0.500,Low Toxicity,Toxic,0.610,Low Toxicity,Toxic,0.760,Medium Toxicity,Safe,0.490,Low Safety,Safe,0.140,High Safety,Safe,0.370,Low Safety,Safe,0.000,High Safety,1.370,-,None,0.030,-,None,4.050,-,None,2.810,-,None,-1.490,-,None,Safe,0.390,Low Safety,Safe,0.020,High Safety,Safe,0.460,Low Safety,Safe,0.190,Medium Safety,Toxic,0.530,Low Toxicity,Safe,0.000,High Safety,Safe,0.000,High Safety,Toxic,0.880,High Toxicity
CC1=CC(=O)OC2CC3OC4CC(C)C5OC6CC7OC8(C)CC=CC9OC%10CC%11OC(C(CO)[S+]([O-])CC(N)C(=O)O)CC(O)C%11(C)OC%10CC9OC8CC7(C)OC6(C)CCC5OC4CC3(C)OC12,Safe,0.100,High Safety,Safe,0.070,High Safety,Safe,0.000,High Safety,Safe,0.100,High Safety,Safe,0.190,Medium Safety,Safe,0.030,High Safety,Safe,0.010,High Safety,Toxic,0.570,Low Toxicity,Safe,0.080,High Safety,Safe,0.160,High Safety,Safe,0.010,High Safety,Safe,0.060,High Safety,Safe,0.310,Medium Safety,Safe,0.140,High Safety,Safe,0.160,High Safety,Safe,0.100,High Safety,Toxic,0.520,Low Toxicity,Toxic,0.670,Medium Toxicity,Toxic,0.760,Medium Toxicity,Safe,0.210,Medium Safety,Safe,0.060,High Safety,Safe,0.190,Medium Safety,Safe,0.000,High Safety,0.390,-,None,1.300,-,None,3.520,-,None,2.150,-,None,-0.600,-,None,Safe,0.280,Medium Safety,Safe,0.170,Medium Safety,Safe,0.200,Medium Safety,Safe,0.320,Medium Safety,Safe,0.350,Low Safety,Safe,0.000,High Safety,Safe,0.010,High Safety,Toxic,0.820,Medium Toxicity
Cc1cc(=O)c2c(O)c3c(cc2o1)OC(C)(C)C1OC(=O)C2(CCCC31)OC2CCc1cc(N)nc(-c2cc(N)nc(Cn3cc4cc[nH]c4c3)c2)c1,Safe,0.030,High Safety,Safe,0.050,High Safety,Safe,0.020,High Safety,Safe,0.060,High Safety,Safe,0.190,Medium Safety,Safe,0.030,High Safety,Safe,0.020,High Safety,Safe,0.410,Low Safety,Safe,0.460,Low Safety,Safe,0.390,Low Safety,Safe,0.140,High Safety,Safe,0.170,Medium Safety,Safe,0.450,Low Safety,Safe,0.040,High Safety,Safe,0.340,Low Safety,Safe,0.100,High Safety,Toxic,0.510,Low Toxicity,Toxic,0.960,High Toxicity,Toxic,0.950,High Toxicity,Safe,0.390,Low Safety,Safe,0.000,High Safety,Toxic,0.820,Medium Toxicity,Toxic,0.690,Medium Toxicity,-2.200,-,None,2.100,-,None,2.980,-,None,1.480,-,None,-0.200,-,None,Safe,0.320,Medium Safety,Safe,0.220,Medium Safety,Toxic,0.750,Medium Toxicity,Toxic,0.540,Low Toxicity,Safe,0.320,Medium Safety,Safe,0.000,High Safety,Safe,0.000,High Safety,Toxic,0.700,Medium Toxicity
Cc1cc(=O)c2c(O)c3c(cc2o1)OC(C)(C)C1OC(=O)C2(CCCCC31)OC2CCc1cc(N)nc(-c2cc(N)nc(C[N+]3=CC4=NC=CC4=C3)c2)c1,Safe,0.040,High Safety,Safe,0.080,High Safety,Safe,0.020,High Safety,Safe,0.060,High Safety,Safe,0.180,Medium Safety,Safe,0.010,High Safety,Safe,0.010,High Safety,Safe,0.430,Low Safety,Safe,0.430,Low Safety,Safe,0.440,Low Safety,Safe,0.340,Low Safety,Safe,0.120,High Safety,Safe,0.410,Low Safety,Safe,0.030,High Safety,Safe,0.310,Medium Safety,Safe,0.100,High Safety,Toxic,0.510,Low Toxicity,Toxic,0.940,High Toxicity,Toxic,0.880,High Toxicity,Toxic,0.630,Low Toxicity,Safe,0.010,High Safety,Toxic,0.780,Medium Toxicity,Safe,0.010,High Safety,-2.210,-,None,2.110,-,None,3.030,-,None,1.450,-,None,-0.630,-,None,Safe,0.460,Low Safety,Safe,0.300,Medium Safety,Toxic,0.690,Medium Toxicity,Toxic,0.650,Low Toxicity,Safe,0.290,Medium Safety,Safe,0.010,High Safety,Safe,0.000,High Safety,Toxic,0.780,Medium Toxicity
Cc1cc(=O)c2c(O)c3c(cc2o1)OC(C)(C)C1OC(=O)C2(CC(O)CCC31)OC2CCc1cc(N)nc(-c2cc(N)nc(C[N+]3=CC4=NC=CC4=C3)c2)c1,Safe,0.040,High Safety,Safe,0.060,High Safety,Safe,0.020,High Safety,Safe,0.050,High Safety,Safe,0.170,Medium Safety,Safe,0.020,High Safety,Safe,0.010,High Safety,Safe,0.400,Low Safety,Safe,0.420,Low Safety,Safe,0.450,Low Safety,Safe,0.390,Low Safety,Safe,0.140,High Safety,Safe,0.370,Low Safety,Safe,0.010,High Safety,Safe,0.330,Medium Safety,Safe,0.100,High Safety,Toxic,0.510,Low Toxicity,Toxic,0.940,High Toxicity,Toxic,0.880,High Toxicity,Toxic,0.640,Low Toxicity,Safe,0.010,High Safety,Toxic,0.680,Medium Toxicity,Safe,0.100,High Safety,-2.180,-,None,2.130,-,None,3.050,-,None,1.570,-,None,-0.500,-,None,Safe,0.470,Low Safety,Safe,0.280,Medium Safety,Toxic,0.670,Medium Toxicity,Toxic,0.600,Low Toxicity,Safe,0.300,Medium Safety,Safe,0.020,High Safety,Safe,0.000,High Safety,Toxic,0.780,Medium Toxicity
Cc1cc(=O)c2c(O)c3c(cc2o1)OC(C)(C)C1OC(=O)C2(CC(O)CCC31)OC2CCc1cc(N)nc(-c2cc(N)nc(C[N+]3=CC4=NC=CC4=C3)c2)c1,Safe,0.040,High Safety,Safe,0.060,High Safety,Safe,0.020,High Safety,Safe,0.050,High Safety,Safe,0.170,Medium Safety,Safe,0.020,High Safety,Safe,0.010,High Safety,Safe,0.400,Low Safety,Safe,0.420,Low Safety,Safe,0.450,Low Safety,Safe,0.390,Low Safety,Safe,0.140,High Safety,Safe,0.370,Low Safety,Safe,0.010,High Safety,Safe,0.330,Medium Safety,Safe,0.100,High Safety,Toxic,0.510,Low Toxicity,Toxic,0.940,High Toxicity,Toxic,0.880,High Toxicity,Toxic,0.640,Low Toxicity,Safe,0.010,High Safety,Toxic,0.680,Medium Toxicity,Safe,0.100,High Safety,-2.180,-,None,2.130,-,None,3.050,-,None,1.570,-,None,-0.500,-,None,Safe,0.470,Low Safety,Safe,0.280,Medium Safety,Toxic,0.670,Medium Toxicity,Toxic,0.600,Low Toxicity,Safe,0.300,Medium Safety,Safe,0.020,High Safety,Safe,0.000,High Safety,Toxic,0.780,Medium Toxicity
COC1CC(OC2CCC3(C)C(CCC45OC46CCC(C4=CC(=O)OC4)C6(C)CCC35)C2)OC(C)C1OC1OC(CO)C(O)C(O)C1O,Safe,0.200,Medium Safety,Safe,0.370,Low Safety,Safe,0.010,High Safety,Safe,0.350,Low Safety,Safe,0.200,Medium Safety,Safe,0.060,High Safety,Safe,0.010,High Safety,Safe,0.350,Low Safety,Safe,0.020,High Safety,Safe,0.140,High Safety,Safe,0.020,High Safety,Safe,0.040,High Safety,Safe,0.200,Medium Safety,Toxic,0.500,Low Toxicity,Safe,0.200,Medium Safety,Safe,0.150,High Safety,Toxic,0.500,Low Toxicity,Toxic,0.850,High Toxicity,Toxic,0.820,Medium Toxicity,Toxic,0.560,Low Toxicity,Safe,0.140,High Safety,Safe,0.450,Low Safety,Safe,0.010,High Safety,0.510,-,None,0.830,-,None,4.020,-,None,2.900,-,None,-1.980,-,None,Safe,0.420,Low Safety,Safe,0.010,High Safety,Safe,0.420,Low Safety,Safe,0.300,Medium Safety,Toxic,0.540,Low Toxicity,Safe,0.010,High Safety,Safe,0.000,High Safety,Toxic,0.860,High Toxicity
Cc1cc(=O)c2c(O)c3c(cc2o1)OC(C)(C)C1OC(=O)C2(OC2CCc2cc(N)nc(-c4cc(N)nc(Cn5cc6cc[nH]c6c5)c4)c2)C2C=CC(C2)C31,Safe,0.030,High Safety,Safe,0.080,High Safety,Safe,0.010,High Safety,Safe,0.040,High Safety,Safe,0.170,Medium Safety,Safe,0.010,High Safety,Safe,0.020,High Safety,Safe,0.390,Low Safety,Safe,0.450,Low Safety,Safe,0.380,Low Safety,Safe,0.140,High Safety,Safe,0.150,High Safety,Safe,0.470,Low Safety,Safe,0.050,High Safety,Safe,0.280,Medium Safety,Safe,0.100,High Safety,Toxic,0.510,Low Toxicity,Toxic,0.920,High Toxicity,Toxic,0.960,High Toxicity,Toxic,0.680,Medium Toxicity,Safe,0.010,High Safety,Toxic,0.830,Medium Toxicity,Toxic,0.690,Medium Toxicity,-2.240,-,None,2.120,-,None,3.040,-,None,1.850,-,None,-0.300,-,None,Safe,0.310,Medium Safety,Safe,0.200,Medium Safety,Toxic,0.780,Medium Toxicity,Toxic,0.520,Low Toxicity,Safe,0.300,Medium Safety,Safe,0.020,High Safety,Safe,0.000,High Safety,Toxic,0.720,Medium Toxicity
CC1=CC(=O)OC2CC3OC4CC(C)C5OC6CC7OC8(C)CC=CC9OC%10CC%11OC(CC(CO)C[S+]([O-])CC(N)C(=O)O)CC(O)C%11(C)OC%10CC9OC8CC7(C)OC6(C)CCC5OC4CC3(C)OC12,Safe,0.100,High Safety,Safe,0.040,High Safety,Safe,0.000,High Safety,Safe,0.050,High Safety,Safe,0.190,Medium Safety,Safe,0.060,High Safety,Safe,0.010,High Safety,Toxic,0.580,Low Toxicity,Safe,0.060,High Safety,Safe,0.160,High Safety,Safe,0.010,High Safety,Safe,0.040,High Safety,Safe,0.370,Low Safety,Safe,0.170,Medium Safety,Safe,0.130,High Safety,Safe,0.100,High Safety,Toxic,0.520,Low Toxicity,Toxic,0.760,Medium Toxicity,Toxic,0.760,Medium Toxicity,Safe,0.230,Medium Safety,Safe,0.060,High Safety,Safe,0.230,Medium Safety,Safe,0.000,High Safety,-0.790,-,None,1.790,-,None,3.510,-,None,2.180,-,None,-1.410,-,None,Safe,0.330,Medium Safety,Safe,0.120,High Safety,Safe,0.200,Medium Safety,Safe,0.330,Medium Safety,Safe,0.410,Low Safety,Safe,0.000,High Safety,Safe,0.010,High Safety,Toxic,0.810,Medium Toxicity
CC1=CC(=O)OC2CC3OC4CC(C)C5OC6CC7OC8(C)CC=CC9OC%10CC%11OC(CC(CO)C[S+]([O-])CC(N)C(=O)O)CC(O)C%11(C)OC%10CC9OC8CC7(C)OC6(C)CCC5OC4CC3(C)OC12,Safe,0.100,High Safety,Safe,0.040,High Safety,Safe,0.000,High Safety,Safe,0.050,High Safety,Safe,0.190,Medium Safety,Safe,0.060,High Safety,Safe,0.010,High Safety,Toxic,0.580,Low Toxicity,Safe,0.060,High Safety,Safe,0.160,High Safety,Safe,0.010,High Safety,Safe,0.040,High Safety,Safe,0.370,Low Safety,Safe,0.170,Medium Safety,Safe,0.130,High Safety,Safe,0.100,High Safety,Toxic,0.520,Low Toxicity,Toxic,0.760,Medium Toxicity,Toxic,0.760,Medium Toxicity,Safe,0.230,Medium Safety,Safe,0.060,High Safety,Safe,0.230,Medium Safety,Safe,0.000,High Safety,-0.790,-,None,1.790,-,None,3.510,-,None,2.180,-,None,-1.410,-,None,Safe,0.330,Medium Safety,Safe,0.120,High Safety,Safe,0.200,Medium Safety,Safe,0.330,Medium Safety,Safe,0.410,Low Safety,Safe,0.000,High Safety,Safe,0.010,High Safety,Toxic,0.810,Medium Toxicity
COC1CC(OC2C(C)OC(OC3C(C)OC(OC4CC5=CCC6C(CCC78COC9(C)OCC(O)(OC67O)C98)C5(C)CC4O)CC3OC)CC2OC)OC(C)C1O,Safe,0.020,High Safety,Safe,0.200,Medium Safety,Safe,0.040,High Safety,Safe,0.150,High Safety,Safe,0.260,Medium Safety,Safe,0.010,High Safety,Safe,0.010,High Safety,Safe,0.480,Low Safety,Safe,0.230,Medium Safety,Safe,0.320,Medium Safety,Safe,0.010,High Safety,Safe,0.060,High Safety,Safe,0.210,Medium Safety,Safe,0.200,Medium Safety,Safe,0.080,High Safety,Safe,0.150,High Safety,Toxic,0.500,Low Toxicity,Toxic,0.850,High Toxicity,Toxic,0.830,Medium Toxicity,Toxic,0.830,Medium Toxicity,Safe,0.070,High Safety,Safe,0.480,Low Safety,Safe,0.010,High Safety,0.390,-,None,0.630,-,None,3.760,-,None,2.440,-,None,-0.390,-,None,Safe,0.230,Medium Safety,Safe,0.020,High Safety,Safe,0.490,Low Safety,Safe,0.460,Low Safety,Safe,0.440,Low Safety,Safe,0.010,High Safety,Safe,0.030,High Safety,Toxic,0.680,Medium Toxicity
CC1CCC2(OC1)OC1CC3C4CC=C5CC(OC6OC(CO)C(OC7OC(CO)C(O)C(O)C7O)C(O)C6O)CCC5(C)C4CCC3(C)C1(O)C2C,Safe,0.010,High Safety,Safe,0.240,Medium Safety,Safe,0.000,High Safety,Safe,0.070,High Safety,Safe,0.230,Medium Safety,Safe,0.100,High Safety,Safe,0.010,High Safety,Safe,0.260,Medium Safety,Safe,0.120,High Safety,Safe,0.280,Medium Safety,Safe,0.020,High Safety,Safe,0.040,High Safety,Safe,0.150,High Safety,Safe,0.110,High Safety,Safe,0.060,High Safety,Safe,0.150,High Safety,Toxic,0.500,Low Toxicity,Safe,0.480,Low Safety,Toxic,0.690,Medium Toxicity,Toxic,0.570,Low Toxicity,Safe,0.070,High Safety,Safe,0.270,Medium Safety,Safe,0.010,High Safety,1.850,-,None,-0.670,-,None,3.680,-,None,2.890,-,None,-1.460,-,None,Safe,0.370,Low Safety,Safe,0.040,High Safety,Toxic,0.510,Low Toxicity,Safe,0.080,High Safety,Safe,0.380,Low Safety,Safe,0.000,High Safety,Safe,0.000,High Safety,Toxic,0.700,Medium Toxicity
CC1COC2(C)OC3C(C4CC=C5C6=C(CCC54C)C4(C)CCC(OC5OC(CO)C(O)C(OC7OC(CO)C(O)C(O)C7O)C5O)CC4CC6)C(O)OC3C12O,Safe,0.010,High Safety,Safe,0.080,High Safety,Safe,0.000,High Safety,Safe,0.130,High Safety,Safe,0.190,Medium Safety,Safe,0.050,High Safety,Safe,0.010,High Safety,Safe,0.220,Medium Safety,Safe,0.210,Medium Safety,Safe,0.360,Low Safety,Safe,0.040,High Safety,Safe,0.200,Medium Safety,Safe,0.160,High Safety,Safe,0.150,High Safety,Safe,0.080,High Safety,Safe,0.150,High Safety,Toxic,0.500,Low Toxicity,Safe,0.440,Low Safety,Toxic,0.650,Low Toxicity,Toxic,0.590,Low Toxicity,Safe,0.020,High Safety,Safe,0.230,Medium Safety,Safe,0.010,High Safety,1.950,-,None,-0.580,-,None,4.360,-,None,2.670,-,None,-1.070,-,None,Safe,0.360,Low Safety,Safe,0.050,High Safety,Safe,0.440,Low Safety,Safe,0.130,High Safety,Toxic,0.500,Low Toxicity,Safe,0.010,High Safety,Safe,0.000,High Safety,Toxic,0.730,Medium Toxicity
