cluster,identifier,Score
130,CNP0206003.0,-5.6
131,CNP0052088.1,-9.9
132,CNP0422261.1,-10.1
133,CNP0542914.1,-9.1
134,CNP0169973.2,-5.5
135,CNP0598644.2,-5.94
136,CNP0543157.1,-6.201
137,CNP0588033.1,-6.366
138,CNP0537041.0,-6.33
139,CNP0290780.0,-5.727
140,CNP0106249.1,-6.9
141,CNP0259022.4,-6.3
142,CNP0592762.1,-6.2
143,CNP0336345.1,-6.2
144,CNP0549198.1,-6.8
145,CNP0563665.1,-6.4
146,CNP0579510.2,-6.3
147,CNP0532006.2,-5.8
148,CNP0394123.5,-9.2
149,CNP0303448.0,-9.6
150,CNP0507097.1,-6.6
151,CNP0366108.1,-9.7
152,CNP0527994.1,
153,CNP0534618.2,-6.2
154,CNP0217931.2,-10.3
155,CNP0363987.2,
156,CNP0252376.2,-7.2
157,CNP0162376.4,-7.1
158,CNP0105867.3,-8.7
159,CNP0245096.7,-11.4
160,CNP0152264.2,-5.9
161,CNP0108082.2,-6.1
162,CNP0140548.0,-8.7
163,CNP0213640.2,-8.8
164,CNP0266557.3,-11.6
165,CNP0117883.1,-8.513
166,CNP0176899.0,-7.297
167,CNP0463678.2,
168,CNP0169909.1,-8.031
169,CNP0582619.2,-6.089
170,CNP0283127.2,-5.3
171,CNP0521612.1,-6.4
172,CNP0586616.1,-6.5
173,CNP0542812.2,-6.0
174,CNP0582892.2,-6.7
175,CNP0496986.1,-6.0
176,CNP0525678.0,-7.1
177,CNP0132231.1,-10.7
178,CNP0538239.2,-5.8
179,CNP0555768.1,-6.1
180,CNP0396181.2,-9.4
181,CNP0351102.2,-10.0
182,CNP0303878.3,
183,CNP0583642.2,-5.7
184,CNP0602607.2,
185,CNP0351911.3,-9.2
186,CNP0288351.3,-7.5
187,CNP0431029.1,-10.2
188,CNP0257470.1,-9.9
189,CNP0125512.0,-8.2
190,CNP0526196.1,
191,CNP0583634.1,
192,CNP0495699.2,-6.2
193,CNP0539402.2,
194,CNP0487336.1,-10.2
195,CNP0585023.1,-5.1
196,CNP0566157.2,-5.9
197,CNP0550260.2,-6.1
198,CNP0481212.2,-6.2
199,CNP0145825.1,-10.5
200,CNP0238564.23,-9.739
201,CNP0527679.1,-6.021
202,CNP0587612.2,-5.943
203,CNP0562636.1,-6.281
204,CNP0592000.2,-5.715
205,CNP0576180.1,-6.7
206,CNP0119302.1,-10.5
207,CNP0274962.0,-5.2
208,CNP0271703.0,-9.0
209,CNP0564874.1,-7.8
210,CNP0049205.4,-10.0
211,CNP0554290.2,-6.4
212,CNP0506324.1,-5.4
213,CNP0368768.1,-11.0
214,CNP0431444.2,-11.6
215,CNP0090057.1,-10.5
216,CNP0543685.2,-5.0
217,CNP0354167.2,-11.1
218,CNP0548255.1,-5.2
219,CNP0493471.1,-6.4
220,CNP0139885.0,-3.8
221,CNP0081831.0,-3.7
222,CNP0582966.1,-6.3
223,CNP0586502.1,-6.1
224,CNP0486411.2,-6.3
225,CNP0559615.1,-6.0
226,CNP0552285.2,-6.4
227,CNP0501124.1,-13.1
228,CNP0592238.2,-6.3
229,CNP0455691.2,-13.1
230,CNP0487409.2,-6.2
231,CNP0548016.1,-6.1
232,CNP0551228.1,-6.2
233,CNP0554064.2,-6.2
234,CNP0489672.1,
235,CNP0374486.2,-5.3
236,CNP0204887.2,-8.2
237,CNP0205945.11,-9.4
238,CNP0209856.1,-8.6
239,CNP0082542.1,-9.3
240,CNP0556917.2,-5.1
241,CNP0536588.1,-5.3
242,CNP0552040.2,-6.2
243,CNP0500187.2,-6.3
244,CNP0528250.2,-5.8
245,CNP0208970.2,-7.7
246,CNP0155215.0,-8.9
247,CNP0221320.1,-8.5
248,CNP0488716.2,-6.7
249,CNP0380692.4,-6.4
250,CNP0351785.1,-10.5
251,CNP0416287.1,-9.1
252,CNP0161721.0,-6.3
253,CNP0331146.1,-6.7
254,CNP0604101.2,-6.4
255,CNP0203770.3,-9.9
256,CNP0086406.0,-11.0
257,CNP0481623.1,-6.4
258,CNP0479357.5,-9.2
259,CNP0525210.1,-6.4
260,CNP0507376.1,-5.763
261,CNP0594102.2,-4.815
262,CNP0099842.1,-8.171
263,CNP0482338.2,-6.7
264,CNP0589431.1,-6.309
265,CNP0378622.1,-11.9
266,CNP0255901.1,-10.11
267,CNP0559443.2,-6.247
268,CNP0081378.1,-8.241
269,CNP0508591.2,-5.937
270,CNP0568601.1,-6.609
271,CNP0606137.1,-5.65
272,CNP0538508.1,-8.219
273,CNP0578595.1,-6.065
274,CNP0575327.2,-6.119
275,CNP0567102.1,-6.8
276,CNP0557328.1,-6.8
277,CNP0556882.2,-5.6
278,CNP0193528.9,-9.9
279,CNP0156848.4,
280,CNP0585733.2,-6.9
281,CNP0591248.1,-5.2
282,CNP0520829.1,-6.4
283,CNP0528137.1,-6.3
284,CNP0595087.2,-5.9
285,CNP0599506.1,-5.9
286,CNP0427954.1,
287,CNP0510283.2,-6.1
288,CNP0506478.1,-5.9
289,CNP0596505.2,-6.1
290,CNP0541306.0,-9.85
291,CNP0543504.1,-5.462
292,CNP0494772.2,-5.069
293,CNP0515133.2,-6.458
294,CNP0482713.2,-6.09
295,CNP0577548.1,-7.3
296,CNP0584379.2,-4.5
297,CNP0161730.5,-9.7
298,CNP0515074.1,-6.7
299,CNP0525719.1,-6.4
300,CNP0541458.2,-5.6
301,CNP0576906.2,-6.7
302,CNP0496654.1,-5.8
303,CNP0604227.1,-9.8
304,CNP0497914.1,-6.4
305,CNP0504702.2,-6.7
306,CNP0511156.2,-5.9
307,CNP0591179.2,-5.3
308,CNP0533345.2,-5.7
309,CNP0483286.1,-6.8
310,CNP0602485.2,-6.9
311,CNP0491340.2,-6.6
312,CNP0390093.0,-5.8
313,CNP0380330.2,-8.4
314,CNP0396361.1,-9.3
315,CNP0201640.0,-5.8
316,CNP0412736.1,-8.4
317,CNP0055109.1,-6.7
318,CNP0000292.1,-10.6
319,CNP0604435.0,-4.7
320,CNP0490052.0,-5.7
321,CNP0173758.1,-9.3
322,CNP0513293.1,-10.1
323,CNP0235490.1,-13.7
324,CNP0283792.1,-9.3
325,CNP0502829.4,-9.8
326,CNP0355329.3,
327,CNP0226202.1,-7.2
328,CNP0523185.2,-9.8
329,CNP0180584.7,-7.1
330,CNP0582426.1,-9.8
331,CNP0436705.1,-11.8
332,CNP0192219.5,-10.1
333,CNP0215830.1,-8.8
334,CNP0303038.1,-7.8
335,CNP0201825.4,
336,CNP0069508.4,-9.2
337,CNP0146618.1,-9.1
338,CNP0156938.1,-10.1
339,CNP0587488.1,-10.0
340,CNP0495429.0,-6.4
341,CNP0001947.1,-6.1
342,CNP0587106.0,-8.6
343,CNP0353127.0,-8.2
344,CNP0148175.3,-8.3
345,CNP0227922.5,-10.5
346,CNP0481841.1,-10.6
347,CNP0423040.1,
348,CNP0177987.1,-11.1
349,CNP0478145.5,-10.4
350,CNP0271503.1,-9.6
351,CNP0202433.1,-8.6
352,CNP0294002.1,-9.5
353,CNP0171736.1,-9.8
354,CNP0482139.1,-10.4
355,CNP0106263.1,-11.7
356,CNP0186692.2,-8.2
357,CNP0478122.1,-9.8
358,CNP0428626.1,-11.1
359,CNP0376423.2,-10.6
360,CNP0577636.1,-10.2
361,CNP0593201.4,-10.1
362,CNP0155542.1,-11.2
363,CNP0153154.2,-5.9
364,CNP0236877.1,-5.7
365,CNP0302519.5,-9.8
366,CNP0136530.1,-7.0
367,CNP0249881.1,-8.6
368,CNP0252611.1,-11.3
369,CNP0070285.4,-10.2
370,CNP0146117.2,-10.5
371,CNP0445680.5,-10.0
372,CNP0502900.1,-8.8
373,CNP0203097.1,-9.1
374,CNP0345904.4,-8.3
375,CNP0171527.2,-11.6
376,CNP0378450.7,-10.4
377,CNP0199215.1,-7.1
378,CNP0514673.3,-8.8
379,CNP0561815.1,-10.3
380,CNP0187060.5,-10.4
381,CNP0468830.4,-9.797
382,CNP0295369.3,-11.35
383,CNP0273519.1,-11.62
384,CNP0460228.1,-11.41
385,CNP0144829.1,-7.1
386,CNP0298610.1,-8.0
387,CNP0287733.2,-10.4
388,CNP0137685.1,-8.1
389,CNP0363302.4,-7.8
390,CNP0394400.2,-10.6
391,CNP0524321.1,-9.8
392,CNP0417363.1,-9.2
393,CNP0417538.1,-10.2
394,CNP0464211.4,-11.2
395,CNP0447755.2,-11.78
396,CNP0125125.0,-9.87
397,CNP0590289.1,-10.06
398,CNP0458723.1,-9.509
399,CNP0353345.2,-8.389
400,CNP0338830.1,-10.88
401,CNP0263742.3,-10.55
402,CNP0256004.2,-9.358
403,CNP0602419.3,-8.296
404,CNP0580435.1,-9.102
405,CNP0170552.1,-11.8
406,CNP0583817.1,-10.5
407,CNP0154690.1,-8.4
408,CNP0273004.4,-8.1
409,CNP0085364.1,-6.8
410,CNP0506648.1,-12.4
411,CNP0435601.1,-8.8
412,CNP0316384.3,-8.1
413,CNP0203085.1,-8.0
414,CNP0370664.1,-8.8
415,CNP0107120.2,-9.9
416,CNP0318742.2,-9.8
417,CNP0430429.1,-10.5
418,CNP0545757.1,-12.5
419,CNP0218100.1,-9.4
420,CNP0274558.1,-6.3
421,CNP0013692.2,-9.6
422,CNP0287524.4,-10.2
423,CNP0444818.1,-7.9
424,CNP0137835.1,-13.4
425,CNP0271197.5,-11.3
426,CNP0297791.4,-12.9
427,CNP0486134.1,-9.7
428,CNP0229542.1,-12.8
429,CNP0179776.6,-9.9
430,CNP0334591.2,-8.5
431,CNP0330863.1,-8.4
432,CNP0546587.1,-12.5
433,CNP0240629.1,-8.6
434,CNP0006437.1,-8.9
435,CNP0181697.1,-11.5
436,CNP0122535.0,-6.8
437,CNP0159916.1,-10.5
438,CNP0277594.12,-8.1
439,CNP0600676.3,-10.5
440,CNP0112756.3,-10.7
441,CNP0520900.1,-9.0
442,CNP0540580.8,-8.7
443,CNP0456029.5,-8.8
444,CNP0165849.6,-10.9
445,CNP0239625.1,
446,CNP0519477.1,-10.1
447,CNP0192360.2,-10.2
448,CNP0056273.2,-6.9
449,CNP0601313.2,-11.1
450,CNP0271253.4,-8.4
451,CNP0393066.3,-10.7
452,CNP0055844.6,-11.2
453,CNP0286724.1,-9.6
454,CNP0418816.1,-9.7
455,CNP0325425.1,-9.2
456,CNP0133954.0,-10.4
457,CNP0582601.2,-10.9
458,CNP0576037.2,-10.7
459,CNP0362377.2,-8.8
460,CNP0180942.1,-7.9
461,CNP0061951.1,
462,CNP0498847.1,-10.4
463,CNP0199090.1,-8.7
464,CNP0582257.1,
465,CNP0474872.4,-8.7
466,CNP0011811.1,-10.1
467,CNP0125047.1,-7.5
468,CNP0352789.1,-10.6
469,CNP0528546.1,-7.0
470,CNP0322835.0,
471,CNP0314360.1,
472,CNP0420769.1,
473,CNP0344319.0,
474,CNP0005876.0,
475,CNP0058271.1,-7.9
476,CNP0322542.1,-8.1
477,CNP0572371.1,-9.1
478,CNP0175219.1,-7.8
479,CNP0109214.2,-8.4
480,CNP0045315.1,-8.4
481,CNP0392818.2,-8.6
482,CNP0110186.2,-9.6
483,CNP0103723.2,-9.4
484,CNP0415407.1,-9.1
485,CNP0400569.3,-9.4
486,CNP0426820.3,-10.5
487,CNP0254395.9,-7.2
488,CNP0479116.1,-9.4
489,CNP0584212.1,-8.0
490,CNP0417574.1,-9.1
491,CNP0117463.0,-7.7
492,CNP0149333.8,-8.9
493,CNP0342884.3,
494,CNP0260168.1,-8.8
495,CNP0282760.4,-10.1
496,CNP0228951.4,-10.0
497,CNP0567093.1,-6.9
498,CNP0141131.1,-9.3
499,CNP0361113.1,-11.5
500,CNP0211028.1,-8.9
501,CNP0275346.2,-7.6
502,CNP0293705.0,-4.9
503,CNP0213001.1,-12.2
504,CNP0511107.1,-6.0
505,CNP0157674.0,-10.8
506,CNP0559425.1,-6.1
507,CNP0509292.1,-8.7
508,CNP0441591.1,-5.5
509,CNP0250787.0,-5.1
510,CNP0335942.2,-9.4
511,CNP0577720.1,-8.9
512,CNP0240070.1,-8.2
513,CNP0288671.1,-8.1
514,CNP0580007.2,-10.7
515,CNP0426779.1,-12.4
516,CNP0098809.1,-8.0
517,CNP0274564.1,-10.0
518,CNP0209010.26,-10.2
519,CNP0256655.1,-12.2
520,CNP0193736.2,-8.638
521,CNP0200255.1,-10.51
522,CNP0193704.11,-12.29
523,CNP0329447.1,-10.71
524,CNP0568239.0,-9.141
525,CNP0308024.3,-9.563
526,CNP0222369.1,-7.711
527,CNP0093699.2,-10.44
528,CNP0579212.1,-6.038
529,CNP0223232.8,-8.814
530,CNP0327042.1,
531,CNP0219429.3,
532,CNP0172546.2,
533,CNP0381093.1,
534,CNP0462323.1,
535,CNP0426503.1,-11.9
536,CNP0392651.1,-8.5
537,CNP0280843.6,-7.1
538,CNP0070312.2,-8.6
539,CNP0233876.5,-10.1
540,CNP0080867.1,-8.2
541,CNP0108177.5,-10.7
542,CNP0063986.1,-10.1
543,CNP0125520.2,-10.4
544,CNP0473451.1,-10.3
545,CNP0151240.1,
546,CNP0199604.3,-8.7
547,CNP0093685.1,-8.8
548,CNP0322063.1,-7.8
549,CNP0587774.0,-8.0
550,CNP0099833.1,-9.7
551,CNP0075805.2,-8.5
552,CNP0237716.3,-9.3
553,CNP0116586.3,-8.2
554,CNP0266743.3,-10.2
555,CNP0272930.17,-9.5
556,CNP0081477.1,-11.1
557,CNP0505068.2,-6.7
558,CNP0268715.33,-10.0
559,CNP0252610.9,-11.6
560,CNP0363530.0,-5.8
561,CNP0349587.0,-5.8
562,CNP0211549.6,-9.9
563,CNP0451871.1,-4.9
564,CNP0535164.1,-8.4
565,CNP0142956.1,-11.1
566,CNP0514348.1,-6.3
567,CNP0052604.0,-7.2
568,CNP0596191.1,-7.0
569,CNP0496153.0,-7.9
570,CNP0229904.1,-8.8
571,CNP0123375.1,-5.9
572,CNP0351056.3,-7.6
573,CNP0092561.1,-7.9
574,CNP0492263.1,-6.6
575,CNP0549620.1,-5.5
576,CNP0184961.1,-8.2
577,CNP0600263.1,-6.9
578,CNP0176189.2,-9.3
579,CNP0194329.1,-9.0
580,CNP0492222.2,-9.6
581,CNP0561406.1,-5.9
582,CNP0368234.2,-7.9
583,CNP0179466.3,-10.6
584,CNP0530472.1,-6.8
585,CNP0555319.1,-5.1
586,CNP0403079.1,-10.0
587,CNP0083708.1,-10.0
588,CNP0571167.1,-9.9
589,CNP0141421.16,-6.9
590,CNP0276445.2,-6.4
591,CNP0559825.1,-6.4
592,CNP0586897.1,-6.7
593,CNP0269033.6,-9.6
594,CNP0267644.3,-9.0
595,CNP0245264.3,-11.3
596,CNP0131723.3,-10.3
597,CNP0132286.1,-10.1
598,CNP0521887.0,-6.5
599,CNP0226155.2,-9.4
600,CNP0262467.3,-8.4
601,CNP0411026.1,-8.9
602,CNP0544611.1,
603,CNP0523450.1,-10.8
604,CNP0575605.1,-8.9
605,CNP0280401.1,-9.8
606,CNP0605968.1,-9.5
607,CNP0125833.1,-5.7
608,CNP0280384.1,-8.6
609,CNP0284368.3,-5.9
610,CNP0578289.0,-4.9
611,CNP0545105.1,-6.9
612,CNP0487922.1,-6.9
613,CNP0278840.1,-7.8
614,CNP0521283.1,-6.6
615,CNP0589237.1,-8.6
616,CNP0520670.1,-6.9
617,CNP0420145.1,-11.7
618,CNP0095244.1,-9.7
619,CNP0353851.1,-7.9
620,CNP0252148.1,-11.9
621,CNP0284164.0,-5.3
622,CNP0149315.3,-8.5
623,CNP0208457.3,-10.9
624,CNP0244607.1,-11.5
625,CNP0604452.1,-5.8
626,CNP0124833.1,-9.1
627,CNP0295349.1,-7.6
628,CNP0319766.1,-8.1
629,CNP0114864.1,-8.0
630,CNP0178124.1,-10.4
631,CNP0362158.2,-6.8
632,CNP0090204.1,-10.6
633,CNP0249711.2,-7.2
634,CNP0530612.1,-6.8
635,CNP0476996.0,-8.7
636,CNP0358726.1,-7.9
637,CNP0594279.0,-11.0
638,CNP0515284.1,-6.7
639,CNP0478996.1,-7.0
640,CNP0526353.1,-6.7
641,CNP0141908.1,-9.8
642,CNP0262117.1,-8.0
643,CNP0107917.1,-7.2
644,CNP0106409.0,-10.7
645,CNP0539134.1,-6.6
646,CNP0558975.1,-7.1
647,CNP0228062.0,-4.7
648,CNP0500595.0,-5.9
649,CNP0605067.1,-6.1
650,CNP0571638.1,-6.1
651,CNP0594684.1,-6.4
652,CNP0208438.5,-10.3
653,CNP0507802.1,-5.0
654,CNP0572455.1,-7.3
655,CNP0265075.0,-8.165
656,CNP0560055.1,-6.091
657,CNP0554110.1,-4.214
658,CNP0222931.2,-8.61
659,CNP0324639.1,-9.97
660,CNP0247331.3,-11.4
661,CNP0529430.1,-6.2
662,CNP0297669.4,-8.0
663,CNP0273134.1,-11.3
664,CNP0504146.1,-9.2
665,CNP0480730.1,-11.5
666,CNP0194873.1,-8.8
667,CNP0167475.1,-8.9
668,CNP0196619.4,-9.7
669,CNP0497063.1,-6.7
670,CNP0107763.1,-7.3
671,CNP0129001.2,-7.6
672,CNP0599247.1,-6.4
673,CNP0522469.1,-7.0
674,CNP0030146.2,-7.0
675,CNP0321654.5,-8.2
676,CNP0317387.2,-7.7
677,CNP0567104.1,-8.9
678,CNP0591294.1,-9.7
679,CNP0076119.1,-7.5
680,CNP0279831.2,-9.9
681,CNP0272651.1,-7.3
682,CNP0256272.1,-8.4
683,CNP0522140.0,-8.2
684,CNP0434353.1,-8.6
685,CNP0211610.2,-7.4
686,CNP0170129.2,-10.8
687,CNP0281825.4,-9.3
688,CNP0325626.2,-8.8
689,CNP0399307.2,-10.5
690,CNP0163451.3,-10.7
691,CNP0321305.1,-8.3
692,CNP0135355.1,-8.2
693,CNP0193036.1,-8.7
694,CNP0230977.1,-8.8
695,CNP0142308.1,-7.2
696,CNP0315572.1,-8.5
697,CNP0159614.4,-6.0
698,CNP0054498.4,-6.2
699,CNP0375295.2,-8.3
700,CNP0308182.2,-10.5
701,CNP0163315.1,-9.7
702,CNP0478055.0,-5.4
703,CNP0121391.0,-5.1
704,CNP0022809.1,-11.7
705,CNP0539809.1,-7.3
706,CNP0022364.0,-9.2
707,CNP0388185.1,-6.7
708,CNP0118358.1,-9.6
709,CNP0285677.2,-9.0
710,CNP0262195.17,-6.7
711,CNP0075964.0,-6.4
712,CNP0066375.1,-7.3
713,CNP0552524.0,-5.8
714,CNP0547019.0,-7.2
715,CNP0501390.1,-8.7
716,CNP0353827.1,-10.1
717,CNP0418423.1,-6.9
718,CNP0245801.3,-9.0
719,CNP0069634.0,-10.5
720,CNP0041893.2,-8.7
721,CNP0291659.2,-8.7
722,CNP0359175.2,-8.3
723,CNP0305679.12,-8.8
724,CNP0248500.0,-8.5
725,CNP0372352.1,-5.4
726,CNP0563232.0,-11.0
727,CNP0571728.0,-10.1
728,CNP0322944.1,-9.5
729,CNP0242297.1,-8.9
730,CNP0399043.1,-9.2
731,CNP0072123.1,-8.1
732,CNP0090090.1,-7.7
733,CNP0539530.1,-8.5
734,CNP0467641.1,-7.4
735,CNP0525341.1,-7.5
736,CNP0254581.1,-9.1
737,CNP0073199.2,-8.7
738,CNP0212952.1,-8.4
739,CNP0201244.1,-8.0
740,CNP0106975.4,-10.4
741,CNP0438789.1,-8.4
742,CNP0327792.0,-10.6
743,CNP0340260.1,-10.6
744,CNP0522452.1,-10.3
745,CNP0133575.1,-8.3
746,CNP0134235.2,-9.8
747,CNP0225791.6,-6.5
748,CNP0216496.1,-5.7
749,CNP0139807.1,-6.7
750,CNP0261093.6,-7.6
751,CNP0348210.4,-7.6
752,CNP0569096.1,-7.3
753,CNP0512922.1,-8.6
754,CNP0300777.3,-9.1
755,CNP0181395.1,-9.5
756,CNP0151284.1,-11.7
757,CNP0184040.2,-9.3
758,CNP0215471.2,-8.5
759,CNP0149616.3,-10.2
760,CNP0489506.1,
761,CNP0006875.1,-11.0
762,CNP0120216.0,-11.0
763,CNP0383142.1,-10.0
764,CNP0297935.1,-12.1
765,CNP0001322.0,-5.6
766,CNP0000616.0,-5.4
767,CNP0306617.0,-5.1
768,CNP0407030.0,-8.2
769,CNP0167274.0,-6.2
770,CNP0293075.0,-3.6
771,CNP0490158.0,-5.7
772,CNP0217715.1,-5.7
773,CNP0043063.3,-8.9
774,CNP0271912.1,-8.5
775,CNP0287843.1,-12.0
776,CNP0218462.5,-9.9
777,CNP0412075.1,-10.3
778,CNP0209964.0,-5.6
779,CNP0500409.1,-9.2
780,CNP0538554.0,-9.2
781,CNP0581626.0,-9.0
782,CNP0344512.10,-8.8
783,CNP0269231.1,-5.6
784,CNP0126578.1,-9.0
785,CNP0314744.0,-5.306
786,CNP0117297.0,-8.881
787,CNP0265183.11,-8.466
788,CNP0350190.1,-9.552
789,CNP0531132.1,-8.141
790,CNP0426194.1,-8.856
791,CNP0145712.2,-8.946
792,CNP0335847.6,-8.461
793,CNP0171627.1,-7.928
794,CNP0151008.2,-11.63
795,CNP0213562.3,-10.4
796,CNP0102364.3,-8.2
797,CNP0471232.1,-8.2
798,CNP0539642.3,-8.7
799,CNP0018999.1,-7.8
800,CNP0080724.1,-9.9
801,CNP0080717.1,-8.7
802,CNP0242197.1,-9.4
803,CNP0406443.1,
804,CNP0162758.1,-8.5
805,CNP0184867.0,-6.2
806,CNP0440228.1,-9.3
807,CNP0363612.0,-4.7
808,CNP0114140.0,-6.5
809,CNP0031385.1,-8.6
810,CNP0172966.0,-7.8
811,CNP0449029.0,-8.1
812,CNP0575952.0,-9.0
813,CNP0001291.0,-9.2
814,CNP0040092.0,-5.8
815,CNP0206835.1,-11.1
816,CNP0504602.1,-10.5
817,CNP0260133.1,-7.9
818,CNP0407801.1,-11.5
819,CNP0374941.1,-8.4
820,CNP0183649.3,-9.3
821,CNP0485851.4,-8.8
822,CNP0251143.2,-7.1
823,CNP0071481.1,-10.6
824,CNP0337841.1,-8.1
825,CNP0338466.1,-6.1
826,CNP0286039.1,-6.3
827,CNP0152529.0,-7.2
828,CNP0164156.1,-6.8
829,CNP0171250.2,-5.1
830,CNP0421964.2,-9.9
831,CNP0370511.2,-10.4
832,CNP0361827.1,-9.9
833,CNP0282170.1,-11.3
834,CNP0292635.2,-8.4
835,CNP0140271.1,-5.1
836,CNP0302547.0,-5.0
837,CNP0076475.0,-4.0
838,CNP0150640.1,-6.7
839,CNP0357215.0,-5.5
840,CNP0311404.1,-4.9
841,CNP0124160.1,-6.5
842,CNP0347060.0,-7.0
843,CNP0354001.1,-7.1
844,CNP0484489.1,-6.1
845,CNP0194189.0,-7.0
846,CNP0147344.1,-6.8
847,CNP0484051.0,-6.8
848,CNP0551460.1,-6.2
849,CNP0084124.2,-6.9
850,CNP0591521.1,-5.7
851,CNP0084980.1,-6.9
852,CNP0084588.1,-6.7
853,CNP0186893.1,-11.0
854,CNP0527598.1,-6.7
855,CNP0375503.1,-7.3
856,CNP0185713.2,-12.9
857,CNP0170762.3,-8.1
858,CNP0278729.2,-9.2
859,CNP0378804.1,-10.7
860,CNP0208451.3,-7.4
861,CNP0540351.1,-9.1
862,CNP0274612.4,-6.4
863,CNP0333039.1,-8.0
864,CNP0116979.1,-11.0
865,CNP0418236.1,-8.0
866,CNP0151266.1,-10.0
867,CNP0191194.6,-7.8
868,CNP0112461.3,-7.6
869,CNP0355472.1,-9.3
870,CNP0316411.8,-7.8
871,CNP0111212.1,-10.1
872,CNP0493501.1,-7.3
873,CNP0086715.1,-8.2
874,CNP0552345.2,-8.1
875,CNP0353796.2,-7.8
876,CNP0188231.1,-8.0
877,CNP0435470.1,-8.9
878,CNP0542962.2,-9.4
879,CNP0343766.6,-8.6
880,CNP0250246.2,-9.2
881,CNP0149878.1,-8.5
