outer_fold,colsample_bytree,learning_rate,max_depth,min_child_weight,n_estimators,reg_lambda,subsample,inner_rmse
2,1.0,0.03,3,1,500,1,1.0,0.6346326872549822
2,1.0,0.03,3,1,500,5,0.8,0.6259049429469883
2,1.0,0.03,3,1,500,5,0.8,0.6317779934341408
2,1.0,0.03,3,1,500,5,0.8,0.6299072672764575
2,1.0,0.03,3,1,500,5,1.0,0.6280776885017253
2,1.0,0.03,3,1,500,5,1.0,0.6320611841507968
2,1.0,0.03,3,1,500,5,1.0,0.6349863519807325
2,1.0,0.03,3,5,100,1,0.8,0.7182742878253375
2,1.0,0.03,3,5,100,1,0.8,0.727716521786042
2,1.0,0.03,3,5,100,1,0.8,0.7188072979542972
2,1.0,0.03,3,5,100,1,1.0,0.7197501383829757
2,1.0,0.03,3,5,100,1,1.0,0.7284976596385004
2,1.0,0.03,3,5,100,1,1.0,0.7224353945221116
2,1.0,0.03,3,5,100,5,0.8,0.7200516603977923
2,1.0,0.03,3,5,100,5,0.8,0.7303709929421467
2,1.0,0.03,3,5,100,5,0.8,0.7213121966896087
2,1.0,0.03,3,5,100,5,1.0,0.7205996791905871
2,1.0,0.03,3,5,100,5,1.0,0.7302084019333505
2,1.0,0.03,3,5,100,5,1.0,0.7238477444689707
2,1.0,0.03,3,5,300,1,0.8,0.6432665303912092
2,1.0,0.03,3,5,300,1,0.8,0.6494184264546125
2,1.0,0.03,3,5,300,1,0.8,0.6476149702721993
2,1.0,0.03,3,5,300,1,1.0,0.6457472301188981
2,1.0,0.03,3,5,300,1,1.0,0.6527132379819072
2,1.0,0.03,3,5,300,1,1.0,0.6519382870376506
2,1.0,0.03,3,5,300,5,0.8,0.643147782410715
2,1.0,0.03,3,5,300,5,0.8,0.6526450401135961
2,1.0,0.03,3,5,300,5,0.8,0.6496007078988857
2,1.0,0.03,3,5,300,5,1.0,0.6483001533372338
2,1.0,0.03,3,5,300,5,1.0,0.6543486753356356
2,1.0,0.03,3,5,300,5,1.0,0.6530875840350707
2,1.0,0.03,3,5,500,1,0.8,0.6239638368431516
2,1.0,0.03,3,5,500,1,0.8,0.6289510763685112
2,1.0,0.03,3,5,500,1,0.8,0.6284179374572666
2,1.0,0.03,3,5,500,1,1.0,0.6281941634919697
2,1.0,0.03,3,5,500,1,1.0,0.6323073841189732
2,1.0,0.03,3,5,500,1,1.0,0.634819136842909
2,1.0,0.03,3,5,500,5,0.8,0.6241177940711752
2,1.0,0.03,3,5,500,5,0.8,0.6318530572859861
2,1.0,0.03,3,5,500,5,0.8,0.6302972409196848
2,1.0,0.03,3,5,500,5,1.0,0.6295153543536895
2,1.0,0.03,3,5,500,5,1.0,0.6336960941046842
2,1.0,0.03,3,5,500,5,1.0,0.6348055684032599
2,1.0,0.03,6,1,100,1,0.8,0.6353298669699756
2,1.0,0.03,6,1,100,1,0.8,0.6394230535707307
2,1.0,0.03,6,1,100,1,0.8,0.6444639844540544
2,1.0,0.03,6,1,100,1,1.0,0.6378621601791072
2,1.0,0.03,6,1,100,1,1.0,0.6393642549166729
2,1.0,0.03,6,1,100,1,1.0,0.6422845577675933
2,1.0,0.03,6,1,100,5,0.8,0.6369521123155627
2,1.0,0.03,6,1,100,5,0.8,0.6466534712870857
2,1.0,0.03,6,1,100,5,0.8,0.6450494345468545
2,1.0,0.03,6,1,100,5,1.0,0.6418183620819995
2,1.0,0.03,6,1,100,5,1.0,0.644824048902471
2,1.0,0.03,6,1,100,5,1.0,0.6427100763862601
2,1.0,0.03,6,1,300,1,0.8,0.5979905857578872
2,1.0,0.03,6,1,300,1,0.8,0.6018897659666124
2,1.0,0.03,6,1,300,1,0.8,0.6116359010817529
2,1.0,0.03,6,1,300,1,1.0,0.6013127092539459
2,1.0,0.03,6,1,300,1,1.0,0.606465137167893
2,1.0,0.03,6,1,300,1,1.0,0.6114243535356972
2,1.0,0.03,6,1,300,5,0.8,0.5937582837282349
2,1.0,0.03,6,1,300,5,0.8,0.6057985715920988
2,1.0,0.03,6,1,300,5,0.8,0.6072373441431378
2,1.0,0.03,6,1,300,5,1.0,0.6027725835862839
2,1.0,0.03,6,1,300,5,1.0,0.60476766798506
2,1.0,0.03,6,1,300,5,1.0,0.6095494892314854
2,1.0,0.03,6,1,500,1,0.8,0.5939401944028486
2,1.0,0.03,6,1,500,1,0.8,0.598063402095261
2,1.0,0.03,6,1,500,1,0.8,0.6090965684678882
2,1.0,0.03,6,1,500,1,1.0,0.5971126840053735
2,1.0,0.03,6,1,500,1,1.0,0.6030102018497465
2,1.0,0.03,6,1,500,1,1.0,0.6108861597306254
2,1.0,0.03,6,1,500,5,0.8,0.5881981675047308
2,1.0,0.03,6,1,500,5,0.8,0.5995455121501861
2,1.0,0.03,6,1,500,5,0.8,0.6053853027638837
2,1.0,0.03,6,1,500,5,1.0,0.5984292011035486
2,1.0,0.03,6,1,500,5,1.0,0.6000600364862597
2,1.0,0.03,6,1,500,5,1.0,0.6078717727790104
2,1.0,0.03,6,5,100,1,0.8,0.6342978432707175
2,1.0,0.03,6,5,100,1,0.8,0.6382019026205384
2,1.0,0.03,6,5,100,1,0.8,0.642595093865383
2,1.0,0.03,6,5,100,1,1.0,0.6382804065209502
2,1.0,0.03,6,5,100,1,1.0,0.640711311103301
2,1.0,0.03,6,5,100,1,1.0,0.6401716754649114
2,1.0,0.03,6,5,100,5,0.8,0.6375931449799184
2,1.0,0.03,6,5,100,5,0.8,0.6472783669617692
2,1.0,0.03,6,5,100,5,0.8,0.645818563030851
2,1.0,0.03,6,5,100,5,1.0,0.6426597882308842
2,1.0,0.03,6,5,100,5,1.0,0.6457945451018656
2,1.0,0.03,6,5,100,5,1.0,0.6447408056560794
2,1.0,0.03,6,5,300,1,0.8,0.5962907524603761
2,1.0,0.03,6,5,300,1,0.8,0.6019374326634128
2,1.0,0.03,6,5,300,1,0.8,0.6104079323586652
2,1.0,0.03,6,5,300,1,1.0,0.6015512403583422
2,1.0,0.03,6,5,300,1,1.0,0.6078980368614815
2,1.0,0.03,6,5,300,1,1.0,0.608963523463087
2,1.0,0.03,6,5,300,5,0.8,0.5951177043109988
2,1.0,0.03,6,5,300,5,0.8,0.6045582245670637
2,1.0,0.03,6,5,300,5,0.8,0.6092076199258692
2,1.0,0.03,6,5,300,5,1.0,0.6048947725928893
2,1.0,0.03,6,5,300,5,1.0,0.6074836773052783
2,1.0,0.03,6,5,300,5,1.0,0.6112951568068204
2,1.0,0.03,6,5,500,1,0.8,0.5920442322244232
2,1.0,0.03,6,5,500,1,0.8,0.5979800726934534
2,1.0,0.03,6,5,500,1,0.8,0.6059997026309176
2,1.0,0.03,6,5,500,1,1.0,0.59648000585468
2,1.0,0.03,6,5,500,1,1.0,0.6046788181544464
2,1.0,0.03,6,5,500,1,1.0,0.6081196334746216
2,1.0,0.03,6,5,500,5,0.8,0.5888537839011582
2,1.0,0.03,6,5,500,5,0.8,0.5999340193772942
2,1.0,0.03,6,5,500,5,0.8,0.6050811977107593
2,1.0,0.03,6,5,500,5,1.0,0.5997854927922581
2,1.0,0.03,6,5,500,5,1.0,0.6030898304156078
2,1.0,0.03,6,5,500,5,1.0,0.6075634661878185
2,1.0,0.1,3,1,100,1,0.8,0.6460236012270069
2,1.0,0.1,3,1,100,1,0.8,0.6530869057787277
2,1.0,0.1,3,1,100,1,0.8,0.6504977097589815
2,1.0,0.1,3,1,100,1,1.0,0.6451697010272276
2,1.0,0.1,3,1,100,1,1.0,0.6493046997308648
2,1.0,0.1,3,1,100,1,1.0,0.6475254366168258
2,1.0,0.1,3,1,100,5,0.8,0.6454455526609183
2,1.0,0.1,3,1,100,5,0.8,0.6498504580292276
2,1.0,0.1,3,1,100,5,0.8,0.6483123889941033
2,1.0,0.1,3,1,100,5,1.0,0.6456373374780383
2,1.0,0.1,3,1,100,5,1.0,0.6491347507638128
2,1.0,0.1,3,1,100,5,1.0,0.648800103131079
2,1.0,0.1,3,1,300,1,0.8,0.6128885663885811
2,1.0,0.1,3,1,300,1,0.8,0.6158761262270657
2,1.0,0.1,3,1,300,1,0.8,0.6167165621293089
2,1.0,0.1,3,1,300,1,1.0,0.6108623610491045
2,1.0,0.1,3,1,300,1,1.0,0.6140133668360399
2,1.0,0.1,3,1,300,1,1.0,0.6216442369837302
2,1.0,0.1,3,1,300,5,0.8,0.6124821095254982
2,1.0,0.1,3,1,300,5,0.8,0.6119607187424609
2,1.0,0.1,3,1,300,5,0.8,0.6180840272274507
2,1.0,0.1,3,1,300,5,1.0,0.6111492778096317
2,1.0,0.1,3,1,300,5,1.0,0.6136567387120022
2,1.0,0.1,3,1,300,5,1.0,0.6191880136861454
2,1.0,0.1,3,1,500,1,0.8,0.6056539137343186
2,1.0,0.1,3,1,500,1,0.8,0.6091583040872572
2,1.0,0.1,3,1,500,1,0.8,0.6103144536597279
2,1.0,0.1,3,1,500,1,1.0,0.605726478341889
2,1.0,0.1,3,1,500,1,1.0,0.6087823679398526
2,1.0,0.1,3,1,500,1,1.0,0.6151630622508885
2,1.0,0.1,3,1,500,5,0.8,0.6036315017848293
2,1.0,0.1,3,1,500,5,0.8,0.6052288427297414
2,1.0,0.1,3,1,500,5,0.8,0.6120119171553015
2,1.0,0.1,3,1,500,5,1.0,0.6047758209722475
2,1.0,0.1,3,1,500,5,1.0,0.6063863342377693
2,1.0,0.1,3,1,500,5,1.0,0.6147358674269018
2,1.0,0.1,3,5,100,1,0.8,0.6456484634099929
2,1.0,0.1,3,5,100,1,0.8,0.6497257010864169
2,1.0,0.1,3,5,100,1,0.8,0.6494333455398487
2,1.0,0.1,3,5,100,1,1.0,0.6451186307218336
2,1.0,0.1,3,5,100,1,1.0,0.6499004325298346
2,1.0,0.1,3,5,100,1,1.0,0.6500754201040417
2,1.0,0.1,3,5,100,5,0.8,0.6462419547308852
2,1.0,0.1,3,5,100,5,0.8,0.6523963447995416
2,1.0,0.1,3,5,100,5,0.8,0.6488907124984602
2,1.0,0.1,3,5,100,5,1.0,0.6469772136994515
2,1.0,0.1,3,5,100,5,1.0,0.6484460037336429
2,1.0,0.1,3,5,100,5,1.0,0.651185117480292
2,1.0,0.1,3,5,300,1,0.8,0.6132205785493499
2,1.0,0.1,3,5,300,1,0.8,0.6150613391076463
2,1.0,0.1,3,5,300,1,0.8,0.622966004812186
2,1.0,0.1,3,5,300,1,1.0,0.6116635997902165
2,1.0,0.1,3,5,300,1,1.0,0.6153610134363262
2,1.0,0.1,3,5,300,1,1.0,0.6240257344681096
2,1.0,0.1,3,5,300,5,0.8,0.6132851430897935
2,1.0,0.1,3,5,300,5,0.8,0.6152997398906461
2,1.0,0.1,3,5,300,5,0.8,0.6205521732362883
2,1.0,0.1,3,5,300,5,1.0,0.6096569363687079
2,1.0,0.1,3,5,300,5,1.0,0.6125619634523669
2,1.0,0.1,3,5,300,5,1.0,0.617833719912133
2,1.0,0.1,3,5,500,1,0.8,0.6076131561205427
2,1.0,0.1,3,5,500,1,0.8,0.6065342689106977
2,1.0,0.1,3,5,500,1,0.8,0.6181862792310002
2,1.0,0.1,3,5,500,1,1.0,0.6052724204284032
2,1.0,0.1,3,5,500,1,1.0,0.6089705451695142
2,1.0,0.1,3,5,500,1,1.0,0.6199513216982843
2,1.0,0.1,3,5,500,5,0.8,0.6044940285009963
2,1.0,0.1,3,5,500,5,0.8,0.6084165960969208
2,1.0,0.1,3,5,500,5,0.8,0.6145057054143436
2,1.0,0.1,3,5,500,5,1.0,0.6038308809888938
2,1.0,0.1,3,5,500,5,1.0,0.604512478549158
2,1.0,0.1,3,5,500,5,1.0,0.6114168450207292
2,1.0,0.1,6,1,100,1,0.8,0.6034269826553088
2,1.0,0.1,6,1,100,1,0.8,0.6086921055550589
2,1.0,0.1,6,1,100,1,0.8,0.6149149851518032
2,1.0,0.1,6,1,100,1,1.0,0.6057010777633675
2,1.0,0.1,6,1,100,1,1.0,0.6109449741562425
2,1.0,0.1,6,1,100,1,1.0,0.6172815181165764
2,1.0,0.1,6,1,100,5,0.8,0.601599939400912
2,1.0,0.1,6,1,100,5,0.8,0.6117201967668071
2,1.0,0.1,6,1,100,5,0.8,0.6149978521013925
2,1.0,0.1,6,1,100,5,1.0,0.6062694118909416
2,1.0,0.1,6,1,100,5,1.0,0.6100878582716139
2,1.0,0.1,6,1,100,5,1.0,0.6128075115176583
2,1.0,0.1,6,1,300,1,0.8,0.6018719550188447
2,1.0,0.1,6,1,300,1,0.8,0.6132687896500466
2,1.0,0.1,6,1,300,1,0.8,0.6176772895433643
2,1.0,0.1,6,1,300,1,1.0,0.6059544907807344
2,1.0,0.1,6,1,300,1,1.0,0.6119493540031735
2,1.0,0.1,6,1,300,1,1.0,0.6216967040428893
2,1.0,0.1,6,1,300,5,0.8,0.6010720833469897
2,1.0,0.1,6,1,300,5,0.8,0.6108115793004747
2,1.0,0.1,6,1,300,5,0.8,0.6160945961352621
2,1.0,0.1,6,1,300,5,1.0,0.5999587758557567
2,1.0,0.1,6,1,300,5,1.0,0.6072641870669778
2,1.0,0.1,6,1,300,5,1.0,0.6151148307991866
2,1.0,0.1,6,1,500,1,0.8,0.6045842744049784
2,1.0,0.1,6,1,500,1,0.8,0.6172158706145675
2,1.0,0.1,6,1,500,1,0.8,0.6228792439790737
2,1.0,0.1,6,1,500,1,1.0,0.6084425900847621
2,1.0,0.1,6,1,500,1,1.0,0.6150552187208481
2,1.0,0.1,6,1,500,1,1.0,0.6263434238662329
2,1.0,0.1,6,1,500,5,0.8,0.6048391697047635
2,1.0,0.1,6,1,500,5,0.8,0.6156940745989398
2,1.0,0.1,6,1,500,5,0.8,0.6205518512452618
2,1.0,0.1,6,1,500,5,1.0,0.6019936126799805
2,1.0,0.1,6,1,500,5,1.0,0.6113687131420825
2,1.0,0.1,6,1,500,5,1.0,0.619187356705256
2,1.0,0.1,6,5,100,1,0.8,0.6042223075538865
2,1.0,0.1,6,5,100,1,0.8,0.6119966986753821
2,1.0,0.1,6,5,100,1,0.8,0.6105882609418807
2,1.0,0.1,6,5,100,1,1.0,0.6052169459188601
2,1.0,0.1,6,5,100,1,1.0,0.6116209809681622
2,1.0,0.1,6,5,100,1,1.0,0.611220362135451
2,1.0,0.1,6,5,100,5,0.8,0.6044633981132014
2,1.0,0.1,6,5,100,5,0.8,0.6126617926094003
2,1.0,0.1,6,5,100,5,0.8,0.6182526628815267
2,1.0,0.1,6,5,100,5,1.0,0.6065596943367324
2,1.0,0.1,6,5,100,5,1.0,0.6107995105646352
2,1.0,0.1,6,5,100,5,1.0,0.610845103648334
2,1.0,0.1,6,5,300,1,0.8,0.6044335213608312
2,1.0,0.1,6,5,300,1,0.8,0.6123845681510226
2,1.0,0.1,6,5,300,1,0.8,0.6144161253583118
2,1.0,0.1,6,5,300,1,1.0,0.6041578675777186
2,1.0,0.1,6,5,300,1,1.0,0.6131898843581259
2,1.0,0.1,6,5,300,1,1.0,0.6137709466883453
2,1.0,0.1,6,5,300,5,0.8,0.6026598559172175
2,1.0,0.1,6,5,300,5,0.8,0.6107707651591492
2,1.0,0.1,6,5,300,5,0.8,0.6211388832743684
2,1.0,0.1,6,5,300,5,1.0,0.6007107945009085
2,1.0,0.1,6,5,300,5,1.0,0.6075353117377615
2,1.0,0.1,6,5,300,5,1.0,0.6115764409831098
2,1.0,0.1,6,5,500,1,0.8,0.6078739171657277
2,1.0,0.1,6,5,500,1,0.8,0.6171652602939252
2,1.0,0.1,6,5,500,1,0.8,0.6183251428179382
2,1.0,0.1,6,5,500,1,1.0,0.6069940027783731
2,1.0,0.1,6,5,500,1,1.0,0.616399061654606
2,1.0,0.1,6,5,500,1,1.0,0.6197305542823908
2,1.0,0.1,6,5,500,5,0.8,0.6063164153479466
2,1.0,0.1,6,5,500,5,0.8,0.6157819695221582
2,1.0,0.1,6,5,500,5,0.8,0.6255477774099315
2,1.0,0.1,6,5,500,5,1.0,0.602997754000207
2,1.0,0.1,6,5,500,5,1.0,0.6120496493250615
2,1.0,0.1,6,5,500,5,1.0,0.6155529871344446
3,0.8,0.03,3,1,100,1,0.8,0.7254851666542301
3,0.8,0.03,3,1,100,1,0.8,0.7381759697221403
3,0.8,0.03,3,1,100,1,0.8,0.7234434961352705
3,0.8,0.03,3,1,100,1,1.0,0.725778105837518
3,0.8,0.03,3,1,100,1,1.0,0.7397640685628992
3,0.8,0.03,3,1,100,1,1.0,0.7255260271090888
3,0.8,0.03,3,1,100,5,0.8,0.7263473256714231
3,0.8,0.03,3,1,100,5,0.8,0.738192070529083
3,0.8,0.03,3,1,100,5,0.8,0.7264211676424225
3,0.8,0.03,3,1,100,5,1.0,0.7272092884571435
3,0.8,0.03,3,1,100,5,1.0,0.7403729173931403
3,0.8,0.03,3,1,100,5,1.0,0.7283082385195443
3,0.8,0.03,3,1,300,1,0.8,0.6485978348943107
3,0.8,0.03,3,1,300,1,0.8,0.6606041699817569
3,0.8,0.03,3,1,300,1,0.8,0.6462491678901315
3,0.8,0.03,3,1,300,1,1.0,0.6541192956182648
3,0.8,0.03,3,1,300,1,1.0,0.6647370662529658
3,0.8,0.03,3,1,300,1,1.0,0.6534354306116557
3,0.8,0.03,3,1,300,5,0.8,0.648923378938159
3,0.8,0.03,3,1,300,5,0.8,0.6603963193424318
3,0.8,0.03,3,1,300,5,0.8,0.649175231787682
3,0.8,0.03,3,1,300,5,1.0,0.6544852740833252
3,0.8,0.03,3,1,300,5,1.0,0.6634488642009657
3,0.8,0.03,3,1,300,5,1.0,0.6554836795232095
3,0.8,0.03,3,1,500,1,0.8,0.6275268688089155
3,0.8,0.03,3,1,500,1,0.8,0.6395693218189958
3,0.8,0.03,3,1,500,1,0.8,0.6286012437064356
3,0.8,0.03,3,1,500,1,1.0,0.6325157701966584
3,0.8,0.03,3,1,500,1,1.0,0.6433363509120558
3,0.8,0.03,3,1,500,1,1.0,0.6350768002877685
3,0.8,0.03,3,1,500,5,0.8,0.6275859697727674
3,0.8,0.03,3,1,500,5,0.8,0.6382690275242281
3,0.8,0.03,3,1,500,5,0.8,0.6304916986264094
3,0.8,0.03,3,1,500,5,1.0,0.6325494082297695
3,0.8,0.03,3,1,500,5,1.0,0.6426151684871939
3,0.8,0.03,3,1,500,5,1.0,0.635624888793734
3,0.8,0.03,3,5,100,1,0.8,0.7254271828992825
3,0.8,0.03,3,5,100,1,0.8,0.7380856566828998
3,0.8,0.03,3,5,100,1,0.8,0.723878884753276
3,0.8,0.03,3,5,100,1,1.0,0.7258733003491058
3,0.8,0.03,3,5,100,1,1.0,0.7391695788667032
3,0.8,0.03,3,5,100,1,1.0,0.7258475345472027
3,0.8,0.03,3,5,100,5,0.8,0.7264389573137316
3,0.8,0.03,3,5,100,5,0.8,0.7381720185153682
3,0.8,0.03,3,5,100,5,0.8,0.7264399178170997
3,0.8,0.03,3,5,100,5,1.0,0.7272092884571435
3,0.8,0.03,3,5,100,5,1.0,0.7406726158192275
3,0.8,0.03,3,5,100,5,1.0,0.7283082385195443
3,0.8,0.03,3,5,300,1,0.8,0.6488948969982998
3,0.8,0.03,3,5,300,1,0.8,0.6585923921332716
3,0.8,0.03,3,5,300,1,0.8,0.6472806047237286
3,0.8,0.03,3,5,300,1,1.0,0.6543736614894258
3,0.8,0.03,3,5,300,1,1.0,0.6606610079953288
3,0.8,0.03,3,5,300,1,1.0,0.6521415138620531
3,0.8,0.03,3,5,300,5,0.8,0.6487064118573955
3,0.8,0.03,3,5,300,5,0.8,0.6602569137026653
3,0.8,0.03,3,5,300,5,0.8,0.6492578290510249
3,0.8,0.03,3,5,300,5,1.0,0.6548209398389271
3,0.8,0.03,3,5,300,5,1.0,0.6648704000517058
3,0.8,0.03,3,5,300,5,1.0,0.6550940932846911
3,0.8,0.03,3,5,500,1,0.8,0.6280525266465679
3,0.8,0.03,3,5,500,1,0.8,0.6377304099244241
3,0.8,0.03,3,5,500,1,0.8,0.6297471850859024
3,0.8,0.03,3,5,500,1,1.0,0.6327570614678432
3,0.8,0.03,3,5,500,1,1.0,0.6408679344923832
3,0.8,0.03,3,5,500,1,1.0,0.6328612073442167
3,0.8,0.03,3,5,500,5,0.8,0.6283508149647076
3,0.8,0.03,3,5,500,5,0.8,0.6392220608925958
3,0.8,0.03,3,5,500,5,0.8,0.630987565989451
3,0.8,0.03,3,5,500,5,1.0,0.6328994399094018
3,0.8,0.03,3,5,500,5,1.0,0.6425204224308569
3,0.8,0.03,3,5,500,5,1.0,0.6360344084829791
3,0.8,0.03,6,1,100,1,0.8,0.6366750314443166
3,0.8,0.03,6,1,100,1,0.8,0.647822846528623
3,0.8,0.03,6,1,100,1,0.8,0.644620908321483
3,0.8,0.03,6,1,100,1,1.0,0.6396526491385148
3,0.8,0.03,6,1,100,1,1.0,0.6493113258744431
3,0.8,0.03,6,1,100,1,1.0,0.6460460009927679
3,0.8,0.03,6,1,100,5,0.8,0.6383253963157479
3,0.8,0.03,6,1,100,5,0.8,0.6538573896520413
3,0.8,0.03,6,1,100,5,0.8,0.6521304501766078
3,0.8,0.03,6,1,100,5,1.0,0.6429587634781216
3,0.8,0.03,6,1,100,5,1.0,0.6553423998393859
3,0.8,0.03,6,1,100,5,1.0,0.6504577653307291
3,0.8,0.03,6,1,300,1,0.8,0.6034012724266928
3,0.8,0.03,6,1,300,1,0.8,0.6076203264118739
3,0.8,0.03,6,1,300,1,0.8,0.6109879663838522
3,0.8,0.03,6,1,300,1,1.0,0.6067427310267424
3,0.8,0.03,6,1,300,1,1.0,0.6097595821508849
3,0.8,0.03,6,1,300,1,1.0,0.6150644487810228
3,0.8,0.03,6,1,300,5,0.8,0.6019391082306058
3,0.8,0.03,6,1,300,5,0.8,0.6087683132700324
3,0.8,0.03,6,1,300,5,0.8,0.6138361372718029
3,0.8,0.03,6,1,300,5,1.0,0.6056968243389941
3,0.8,0.03,6,1,300,5,1.0,0.611502333009799
3,0.8,0.03,6,1,300,5,1.0,0.6147690170213715
3,0.8,0.03,6,1,500,1,0.8,0.5993926667333972
3,0.8,0.03,6,1,500,1,0.8,0.6036687288640584
3,0.8,0.03,6,1,500,1,0.8,0.6087056904729622
3,0.8,0.03,6,1,500,1,1.0,0.6039819838223175
3,0.8,0.03,6,1,500,1,1.0,0.6056043855599998
3,0.8,0.03,6,1,500,1,1.0,0.6146848943161846
3,0.8,0.03,6,1,500,5,0.8,0.5965189073811555
3,0.8,0.03,6,1,500,5,0.8,0.6027949122827977
3,0.8,0.03,6,1,500,5,0.8,0.6116875951861286
3,0.8,0.03,6,1,500,5,1.0,0.600862729859551
3,0.8,0.03,6,1,500,5,1.0,0.6063350031227133
3,0.8,0.03,6,1,500,5,1.0,0.613853392608443
3,0.8,0.03,6,5,100,1,0.8,0.6355991007406772
3,0.8,0.03,6,5,100,1,0.8,0.6484684166263573
3,0.8,0.03,6,5,100,1,0.8,0.6446997228864713
3,0.8,0.03,6,5,100,1,1.0,0.6396011859750789
3,0.8,0.03,6,5,100,1,1.0,0.6490533239204312
3,0.8,0.03,6,5,100,1,1.0,0.6433877637617039
3,0.8,0.03,6,5,100,5,0.8,0.6390609953766443
3,0.8,0.03,6,5,100,5,0.8,0.6528909922866851
3,0.8,0.03,6,5,100,5,0.8,0.6516544776075729
3,0.8,0.03,6,5,100,5,1.0,0.6415385542807672
3,0.8,0.03,6,5,100,5,1.0,0.6539396145691587
3,0.8,0.03,6,5,100,5,1.0,0.6476484853589737
3,0.8,0.03,6,5,300,1,0.8,0.6012944151104143
3,0.8,0.03,6,5,300,1,0.8,0.6071574552518313
3,0.8,0.03,6,5,300,1,0.8,0.6122245608752026
3,0.8,0.03,6,5,300,1,1.0,0.6077546741544706
3,0.8,0.03,6,5,300,1,1.0,0.6086710378407788
3,0.8,0.03,6,5,300,1,1.0,0.6133715460093687
3,0.8,0.03,6,5,300,5,0.8,0.602850474265781
3,0.8,0.03,6,5,300,5,0.8,0.6074760106794158
3,0.8,0.03,6,5,300,5,0.8,0.6121803913295687
3,0.8,0.03,6,5,300,5,1.0,0.6054443588245709
3,0.8,0.03,6,5,300,5,1.0,0.6112327020232625
3,0.8,0.03,6,5,300,5,1.0,0.6119507386444909
3,0.8,0.03,6,5,500,1,0.8,0.5970443740129776
3,0.8,0.03,6,5,500,1,0.8,0.6021189358379524
3,0.8,0.03,6,5,500,1,0.8,0.6117225432158747
3,0.8,0.03,6,5,500,1,1.0,0.604056855968879
3,0.8,0.03,6,5,500,1,1.0,0.6046806385482226
3,0.8,0.03,6,5,500,1,1.0,0.6121948629839178
3,0.8,0.03,6,5,500,5,0.8,0.5970795650095844
3,0.8,0.03,6,5,500,5,0.8,0.6020704318005476
3,0.8,0.03,6,5,500,5,0.8,0.6105846052851004
3,0.8,0.03,6,5,500,5,1.0,0.5996982442095152
3,0.8,0.03,6,5,500,5,1.0,0.6058048615588546
3,0.8,0.03,6,5,500,5,1.0,0.6097772890915425
3,0.8,0.1,3,1,100,1,0.8,0.6452627019778957
3,0.8,0.1,3,1,100,1,0.8,0.6594444106472473
3,0.8,0.1,3,1,100,1,0.8,0.6493931910598725
3,0.8,0.1,3,1,100,1,1.0,0.6513882921305
3,0.8,0.1,3,1,100,1,1.0,0.6637189814940755
3,0.8,0.1,3,1,100,1,1.0,0.6510897229315641
3,0.8,0.1,3,1,100,5,0.8,0.6457456082080595
3,0.8,0.1,3,1,100,5,0.8,0.6592163690290123
3,0.8,0.1,3,1,100,5,0.8,0.6512830837384717
3,0.8,0.1,3,1,100,5,1.0,0.6527468787994886
3,0.8,0.1,3,1,100,5,1.0,0.6626094619191477
3,0.8,0.1,3,1,100,5,1.0,0.6527360080944524
3,0.8,0.1,3,1,300,1,0.8,0.6111761395628255
3,0.8,0.1,3,1,300,1,0.8,0.6273853583785041
3,0.8,0.1,3,1,300,1,0.8,0.6214636913253692
3,0.8,0.1,3,1,300,1,1.0,0.6131186695567032
3,0.8,0.1,3,1,300,1,1.0,0.6282632601746245
3,0.8,0.1,3,1,300,1,1.0,0.623888527249458
3,0.8,0.1,3,1,300,5,0.8,0.6102011206678448
3,0.8,0.1,3,1,300,5,0.8,0.6235640118476893
3,0.8,0.1,3,1,300,5,0.8,0.6197443144582092
3,0.8,0.1,3,1,300,5,1.0,0.6138405700956268
3,0.8,0.1,3,1,300,5,1.0,0.6263064677672778
3,0.8,0.1,3,1,300,5,1.0,0.6226909653903773
3,0.8,0.1,3,1,500,1,0.8,0.6035202696121694
3,0.8,0.1,3,1,500,1,0.8,0.61823618688389
3,0.8,0.1,3,1,500,1,0.8,0.6165129307107539
3,0.8,0.1,3,1,500,1,1.0,0.6055866072501928
3,0.8,0.1,3,1,500,1,1.0,0.6202875638415625
3,0.8,0.1,3,1,500,1,1.0,0.6201798788212158
3,0.8,0.1,3,1,500,5,0.8,0.6043641148438976
3,0.8,0.1,3,1,500,5,0.8,0.6158240482891845
3,0.8,0.1,3,1,500,5,0.8,0.6179690783475972
3,0.8,0.1,3,1,500,5,1.0,0.6049530657758201
3,0.8,0.1,3,1,500,5,1.0,0.6183821467323397
3,0.8,0.1,3,1,500,5,1.0,0.6181447584105436
3,0.8,0.1,3,5,100,1,0.8,0.6436927969801333
3,0.8,0.1,3,5,100,1,0.8,0.6566901408534829
3,0.8,0.1,3,5,100,1,0.8,0.6493279544137834
3,0.8,0.1,3,5,100,1,1.0,0.6543725736748687
3,0.8,0.1,3,5,100,1,1.0,0.6605150184886962
3,0.8,0.1,3,5,100,1,1.0,0.6515492897378033
3,0.8,0.1,3,5,100,5,0.8,0.6462863014434829
3,0.8,0.1,3,5,100,5,0.8,0.659309451378979
3,0.8,0.1,3,5,100,5,0.8,0.650937501204664
3,0.8,0.1,3,5,100,5,1.0,0.654031737829567
3,0.8,0.1,3,5,100,5,1.0,0.6623514278333001
3,0.8,0.1,3,5,100,5,1.0,0.6515207128718272
